182.3,180.2,183.5,181.1,180.8,,,,181.58,,1.178812962
180.6,179.5,179.2,179.8,181.6,,,,180.14,,0.866256313
373.1,392.3,387.7,369.7,372.9,,,,379.14,,9.066333327
228,225.2,182.4,182.9,184.3,,,,200.56,,21.28911459
194.8,190.4,191,194.3,187.6,,,,191.62,,2.658119636
199.5,203.2,217.7,324.8,186,,,,226.24,,50.30334383
195.4,197.8,186.2,200,188.4,,,,193.56,,5.359701484
194.2,193.2,186.9,195.6,187.2,,,,191.42,,3.64987671
198.8,197.2,193.3,191.8,192.9,,,,194.8,,2.706288972
190.9,195.3,194.3,192,189.4,,,,192.38,,2.164624679
200.5,190.9,189,196.2,188.8,,,,193.08,,4.571826768
194.2,191.1,200,196.5,188.9,,,,194.14,,3.914383732
194.8,202.2,194.8,197.1,185.5,,,,194.88,,5.413095233
194.8,192.7,192.6,190.9,186.8,,,,191.56,,2.682237872
198.1,197.6,188,194.2,189.9,,,,193.56,,4.041088962
